u,v,key,osmid,highway,oneway,length,name,geometry,speed_kph,bearing,travel_time,grade,grade_abs,simple_model_e,lanes,maxspeed,ref,bridge,junction,width,access
8142025946,82917877,0,"[10083784, 1007846356, 1007846357]",tertiary,False,1682.593,3200 West,"LINESTRING (-111.911751 41.765112, -111.911751 41.7677124, -111.911763 41.7707478, -111.9117579 41.7709664, -111.9117758 41.7738904, -111.9117876 41.7757325, -111.9118118 41.7793683, -111.9117901 41.7802436)",45.1,359.9,134.3,0.001,0.001,2879331.437430402,,,,yes,,,
8142025946,82917869,0,10083784,tertiary,False,2614.504,3200 West,"LINESTRING (-111.911751 41.765112, -111.9116745 41.7578266, -111.9116617 41.7560987, -111.911624 41.7483264, -111.9115632 41.7418392, -111.9115615 41.7415997)",45.1,179.7,208.7,-0.0,0.0,4473709.0121055115,,,,,,,
8142025946,82885713,0,10085422,residential,False,740.412,1800 North,"LINESTRING (-111.911751 41.765112, -111.9104187 41.7651076, -111.9067545 41.7651334, -111.902824 41.765114)",41.6,90.0,64.1,0.001,0.001,1161615.2404826095,,,,,,,
82917869,8142025946,0,10083784,tertiary,False,2614.504,3200 West,"LINESTRING (-111.9115615 41.7415997, -111.9115632 41.7418392, -111.911624 41.7483264, -111.9116617 41.7560987, -111.9116745 41.7578266, -111.911751 41.765112)",45.1,359.7,208.7,0.0,0.0,4473588.569207881,,,,,,,
82917869,82930156,0,"[954774080, 954774081, 759714562, 759714561, 1058677591, 954774073, 954774074, 954774075, 954774076, 954774077, 954774078, 954774079]",trunk,False,5776.888000000001,Highway 30,"LINESTRING (-111.9115615 41.7415997, -111.9122215 41.7417593, -111.9207892 41.7438301, -111.9277 41.7455003, -111.9281553 41.7455975, -111.9285177 41.7456602, -111.929064 41.7457179, -111.9297061 41.7457431, -111.9342103 41.7458168, -111.9343197 41.7458185, -111.9441876 41.7459799, -111.9443308 41.7459823, -111.9481227 41.7460443, -111.9511981 41.7461594, -111.9523714 41.7462027, -111.9528878 41.7462217, -111.9536271 41.746249, -111.9580221 41.7463428, -111.9588759 41.7463734, -111.9589824 41.7463772, -111.9597448 41.7464401, -111.9606422 41.7465258, -111.9614142 41.7466232, -111.9622596 41.7467525, -111.963742 41.7470626, -111.9672269 41.7478768, -111.9696049 41.748445, -111.9722921 41.7490716, -111.9744986 41.749596, -111.975244 41.7497718, -111.9760787 41.7499683, -111.9777868 41.7503741, -111.9779137 41.7504045, -111.9794547 41.7507706)",96.6,280.3,215.3,0.004,0.004,23168827.382363316,"['4', '3', '2']",60 mph,UT 30,yes,,,
82917869,82928278,0,"[954774082, 954774083, 954775405, 954775406, 36944752, 954775408, 954775410, 954775411, 954775412, 954775413, 1012796216]",trunk,False,2748.209,"['200 North', 'Highway 30']","LINESTRING (-111.9115615 41.7415997, -111.9044042 41.7398608, -111.903836 41.7397259, -111.901813 41.7392417, -111.899657 41.7387246, -111.8970017 41.7381051, -111.8964018 41.7379658, -111.8952713 41.7377029, -111.8936346 41.7373002, -111.8931808 41.7371858, -111.8917947 41.7368361, -111.8907743 41.7365786, -111.8902752 41.7364527, -111.8896525 41.7363068, -111.889528 41.7362789, -111.8891159 41.7361862, -111.8886401 41.7360993, -111.88812 41.7360359, -111.8848756 41.7359924, -111.882601 41.7359643, -111.8805413 41.7359419, -111.8796061 41.7359317)",92.0,103.4,107.5,0.001,0.001,10420376.080001924,"['4', '3', '2']","['55 mph', '60 mph']",UT 30,,,,
82928278,82929584,0,"[10084985, 10085313]",unclassified,False,849.326,1900 West,"LINESTRING (-111.8796061 41.7359317, -111.8796165 41.7358113, -111.879672 41.735177, -111.8797562 41.7320351, -111.879766 41.731671, -111.8798095 41.728296)",64.4,181.1,47.5,0.0,0.0,2150686.7666914845,2,40 mph,,,,,
82928278,82917869,0,"[954774082, 954774083, 954775405, 954775406, 954775408, 36944752, 954775410, 954775411, 954775412, 954775413, 1012796216]",trunk,False,2748.209,"['200 North', 'Highway 30']","LINESTRING (-111.8796061 41.7359317, -111.8805413 41.7359419, -111.882601 41.7359643, -111.8848756 41.7359924, -111.88812 41.7360359, -111.8886401 41.7360993, -111.8891159 41.7361862, -111.889528 41.7362789, -111.8896525 41.7363068, -111.8902752 41.7364527, -111.8907743 41.7365786, -111.8917947 41.7368361, -111.8931808 41.7371858, -111.8936346 41.7373002, -111.8952713 41.7377029, -111.8964018 41.7379658, -111.8970017 41.7381051, -111.899657 41.7387246, -111.901813 41.7392417, -111.903836 41.7397259, -111.9044042 41.7398608, -111.9115615 41.7415997)",92.0,283.4,107.5,-0.001,0.001,10420049.643702814,"['4', '3', '2']","['55 mph', '60 mph']",UT 30,,,,
82928278,82928760,0,"[954775416, 681741562, 954775418]",trunk,False,833.0600000000001,200 North,"LINESTRING (-111.8796061 41.7359317, -111.8786223 41.7359093, -111.8770808 41.7359028, -111.8753251 41.7358821, -111.8743371 41.735871, -111.8708845 41.735823, -111.8696618 41.735796, -111.8695683 41.735795)",88.5,91.0,33.9,0.005,0.005,3025324.0667552403,"['3', '2']",55 mph,UT 30,,,,
82928760,82936031,0,10085833,unclassified,False,835.413,1400 West,"LINESTRING (-111.8695683 41.735795, -111.8695713 41.7356952, -111.8695959 41.7349615, -111.8696192 41.7342663, -111.8696417 41.7335975, -111.869691 41.7321265, -111.8696996 41.7318702, -111.8697077 41.7316286, -111.8698197 41.7282843)",48.6,181.4,61.9,0.001,0.001,1551141.973898183,,,,,,,
82928760,82928278,0,"[954775416, 954775418, 681741562]",trunk,False,833.06,200 North,"LINESTRING (-111.8695683 41.735795, -111.8696618 41.735796, -111.8708845 41.735823, -111.8743371 41.735871, -111.8753251 41.7358821, -111.8770808 41.7359028, -111.8786223 41.7359093, -111.8796061 41.7359317)",88.5,271.0,33.9,-0.005,0.005,3025061.880606941,"['3', '2']",55 mph,UT 30,,,,
82928760,82885593,0,"[954775417, 954775419]",trunk,False,392.78499999999997,200 North,"LINESTRING (-111.8695683 41.735795, -111.8689002 41.7357841, -111.8648352 41.7357395)",88.5,90.9,16.0,0.006,0.006,1430108.85020697,"['3', '2']",55 mph,UT 30,,,,
82885593,7221820919,0,954775420,trunk,False,215.443,200 North,"LINESTRING (-111.8648352 41.7357395, -111.8622397 41.7356874)",72.4,91.5,10.7,0.003,0.003,625002.2270368554,2,45 mph,UT 30,,,,
82885593,82911285,0,10080310,unclassified,False,625.531,400 North,"LINESTRING (-111.8648352 41.7357395, -111.864839 41.7358554, -111.8648438 41.7359637, -111.8650927 41.7361942, -111.8650278 41.7362409, -111.8649125 41.7363251, -111.8644576 41.7366554, -111.863934 41.7373087, -111.863316 41.7378531, -111.8629212 41.7380772, -111.8623699 41.7382921, -111.8617261 41.7384394, -111.861101 41.7384912, -111.859543 41.7384538)",48.6,55.5,46.3,0.003,0.003,1161669.554331908,,,,,,,
82885593,82928760,0,"[954775417, 954775419]",trunk,False,392.78499999999997,200 North,"LINESTRING (-111.8648352 41.7357395, -111.8689002 41.7357841, -111.8695683 41.735795)",88.5,270.9,16.0,-0.006,0.006,1429834.0362808215,"['3', '2']",55 mph,UT 30,,,,
7221820919,82885593,0,954775420,trunk,False,215.443,200 North,"LINESTRING (-111.8622397 41.7356874, -111.8648352 41.7357395)",72.4,271.5,10.7,-0.003,0.003,624836.0595416165,2,45 mph,UT 30,,,,
7221820919,7221820918,0,"[773697642, 773697643]",unclassified,False,308.779,250 North,"LINESTRING (-111.8622397 41.7356874, -111.8622215 41.7361745, -111.8622128 41.7364379, -111.862209 41.7365067, -111.862155 41.736544, -111.8610738 41.7365262, -111.8602453 41.7365102, -111.8596064 41.7364978)",48.6,67.6,22.9,0.005,0.005,574023.6201656027,,,,,,,
7221820919,82919382,0,"[954775420, 954775421]",trunk,False,216.27300000000002,200 North,"LINESTRING (-111.8622397 41.7356874, -111.8619023 41.7356807, -111.8612267 41.7356671, -111.8610465 41.7356642, -111.8607281 41.7356591, -111.859634 41.7356415)",72.4,91.4,10.8,0.006,0.006,627411.5749588164,"['4', '2']",45 mph,UT 30,,,,
82919382,7221820918,0,160067600,primary,False,95.244,1000 West,"LINESTRING (-111.859634 41.7356415, -111.8596064 41.7364978)",80.5,1.4,4.3,0.002,0.002,314600.36580551026,5,50 mph,UT 252,,,,
82919382,82929570,0,"[182543768, 10083974]",primary,False,840.981,1000 West,"LINESTRING (-111.859634 41.7356415, -111.8596563 41.7348073, -111.8596881 41.7336119, -111.8597353 41.7318553, -111.8597407 41.7316527, -111.8598019 41.7293672, -111.8598363 41.7280799)",80.5,181.1,37.6,0.0,0.0,2739414.414258285,5,50 mph,UT 252,,,,
82919382,7221820919,0,"[954775420, 954775421]",trunk,False,216.273,200 North,"LINESTRING (-111.859634 41.7356415, -111.8607281 41.7356591, -111.8610465 41.7356642, -111.8612267 41.7356671, -111.8619023 41.7356807, -111.8622397 41.7356874)",72.4,271.4,10.8,-0.006,0.006,627212.9819211909,"['4', '2']",45 mph,UT 30,,,,
82919382,82911475,0,"[954775422, 954775423]",trunk,False,138.198,200 North,"LINESTRING (-111.859634 41.7356415, -111.8588459 41.7356303, -111.8579688 41.7356178)",72.4,91.1,6.9,0.008,0.008,402308.24169322144,"['4', '3']",45 mph,UT 30,,,,
82911475,82911283,0,10082893,unclassified,False,312.018,950 West,"LINESTRING (-111.8579688 41.7356178, -111.8579567 41.7359875, -111.8579415 41.7364855, -111.8579217 41.7371566, -111.8579159 41.7373234, -111.8578829 41.7384231)",48.6,1.3,23.1,-0.002,0.002,579939.5706941908,,,,,,,
82911475,82919382,0,"[954775422, 954775423]",trunk,False,138.198,200 North,"LINESTRING (-111.8579688 41.7356178, -111.8588459 41.7356303, -111.859634 41.7356415)",72.4,271.1,6.9,-0.008,0.008,402089.2821304005,"['4', '3']",45 mph,UT 30,,,,
82911475,82920874,0,"[954775424, 954775423]",trunk,False,182.4,200 North,"LINESTRING (-111.8579688 41.7356178, -111.8565102 41.7355966, -111.855771 41.7355859)",72.4,91.1,9.1,0.01,0.01,529766.776937425,3,45 mph,UT 30,,,,
82920874,82911281,0,10084103,unclassified,False,309.961,850 West,"LINESTRING (-111.855771 41.7355859, -111.8556798 41.7375564, -111.8556428 41.7383718)",48.6,2.0,23.0,-0.001,0.001,576127.2700620716,,,,,,,
82920874,10245771863,0,"[1012796218, 182543775]",trunk,False,363.79699999999997,200 North,"LINESTRING (-111.855771 41.7355859, -111.853448 41.7355405, -111.8525058 41.7355215, -111.8519237 41.7355098, -111.8516142 41.7355038, -111.8513882 41.7354994)",60.0,91.5,21.8,0.01,0.01,852737.7486391735,3,"['45 mph', '30 mph']",UT 30,,,,
82920874,82911475,0,"[954775424, 954775423]",trunk,False,182.4,200 North,"LINESTRING (-111.855771 41.7355859, -111.8565102 41.7355966, -111.8579688 41.7356178)",72.4,271.1,9.1,-0.01,0.01,529525.8437509376,3,45 mph,UT 30,,,,
10245771863,10245771864,0,1120229944,residential,False,59.679,,"LINESTRING (-111.8513882 41.7354994, -111.8513684 41.7360359)",41.6,1.6,5.2,-0.046,0.046,94083.20897790082,,,,,,,
10245771863,82920874,0,"[1012796218, 182543775]",trunk,False,363.797,200 North,"LINESTRING (-111.8513882 41.7354994, -111.8516142 41.7355038, -111.8519237 41.7355098, -111.8525058 41.7355215, -111.853448 41.7355405, -111.855771 41.7355859)",60.0,271.5,21.8,-0.01,0.01,852555.2121393774,3,"['45 mph', '30 mph']",UT 30,,,,
10245771863,82915529,0,"[954775425, 1012796218]",trunk,False,140.286,200 North,"LINESTRING (-111.8513882 41.7354994, -111.8506954 41.7354857, -111.8501047 41.735474, -111.8500168 41.7354739, -111.849941 41.7354738, -111.849698 41.7354723)",48.3,91.2,10.5,0.022,0.022,259742.96625067497,"['4', '3']",30 mph,UT 30,,,,
82915529,82915527,0,10083453,secondary,False,215.26,600 West,"LINESTRING (-111.849698 41.7354723, -111.8497489 41.7335368)",64.6,181.1,12.0,0.013,0.013,549112.6557268875,,,,,,,
82915529,82915531,0,182543762,secondary,False,213.062,600 West,"LINESTRING (-111.849698 41.7354723, -111.8496448 41.737388)",64.6,1.2,11.9,-0.008,0.008,543187.2249699715,,,,,,,
82915529,10245771863,0,"[954775425, 1012796218]",trunk,False,140.286,200 North,"LINESTRING (-111.849698 41.7354723, -111.849941 41.7354738, -111.8500168 41.7354739, -111.8501047 41.735474, -111.8506954 41.7354857, -111.8513882 41.7354994)",48.3,271.2,10.5,-0.022,0.022,259523.14483878022,"['4', '3']",30 mph,UT 30,,,,
82915529,82924337,0,"[954775426, 954775427, 954775429]",trunk,False,161.80200000000002,200 North,"LINESTRING (-111.849698 41.7354723, -111.8496066 41.73547, -111.8489718 41.7354568, -111.8482617 41.7354419, -111.8477488 41.7354313)",48.3,91.6,12.1,0.022,0.022,299393.9963618077,"['4', '3']",30 mph,UT 30,,,,
82924337,82920398,0,10084485,residential,False,213.97299999999998,500 West,"LINESTRING (-111.8477488 41.7354313, -111.8477439 41.7355665, -111.8476925 41.7372394, -111.8476899 41.7373551)",41.6,1.3,18.5,-0.006,0.006,336125.09771292453,,,,,,,
82924337,82924335,0,10084485,residential,False,214.22700000000003,500 West,"LINESTRING (-111.8477488 41.7354313, -111.8477513 41.7353246, -111.8478023 41.733658, -111.8478072 41.7335052)",41.6,181.3,18.5,0.01,0.01,336675.13990400836,,,,,,,
82924337,82919968,0,"[182543770, 954775428, 954775430]",trunk,False,213.743,200 North,"LINESTRING (-111.8477488 41.7354313, -111.8471643 41.7354224, -111.8466974 41.7354152, -111.8457535 41.7354007, -111.8451734 41.7353918)",48.3,91.2,15.9,0.02,0.02,395105.1414612274,3,30 mph,UT 30,,,,
82924337,82915529,0,"[954775426, 954775427, 954775429]",trunk,False,161.802,200 North,"LINESTRING (-111.8477488 41.7354313, -111.8482617 41.7354419, -111.8489718 41.7354568, -111.8496066 41.73547, -111.849698 41.7354723)",48.3,271.6,12.1,-0.022,0.022,299173.22235612036,"['4', '3']",30 mph,UT 30,,,,
82919968,82919966,0,10084032,residential,False,214.50699999999998,400 West,"LINESTRING (-111.8451734 41.7353918, -111.8451762 41.7352668, -111.845177 41.7352276, -111.845198 41.7347802, -111.8452451 41.7336114, -111.8452519 41.7334636)",41.6,181.7,18.6,0.003,0.003,337091.8945809982,,,,,,,
82919968,82919972,0,182543774,residential,False,213.56,400 West,"LINESTRING (-111.8451734 41.7353918, -111.8451661 41.7355283, -111.8451645 41.7355686, -111.8451421 41.7360349, -111.8451278 41.7365653, -111.8451101 41.7371966, -111.8451077 41.7373117)",41.6,1.5,18.5,-0.004,0.004,335483.94646560395,,,,,,,
82919968,82924337,0,"[182543770, 954775428, 954775430]",trunk,False,213.743,200 North,"LINESTRING (-111.8451734 41.7353918, -111.8457535 41.7354007, -111.8466974 41.7354152, -111.8471643 41.7354224, -111.8477488 41.7354313)",48.3,271.2,15.9,-0.02,0.02,394899.97924774286,3,30 mph,UT 30,,,,
82919968,82883325,0,954775431,trunk,False,62.974,200 North,"LINESTRING (-111.8451734 41.7353918, -111.845013 41.7353896, -111.8444146 41.7353814)",48.3,91.1,4.7,0.016,0.016,117247.20320815024,3,30 mph,UT 30,,,,
82883325,82883327,0,10080135,residential,False,111.63900000000001,,"LINESTRING (-111.8444146 41.7353814, -111.8444143 41.7352584, -111.8444161 41.7346721, -111.8440212 41.7346734)",41.6,157.5,9.7,0.002,0.002,175808.0366607765,,,,,,,
82883325,82919968,0,954775431,trunk,False,62.974,200 North,"LINESTRING (-111.8444146 41.7353814, -111.845013 41.7353896, -111.8451734 41.7353918)",48.3,271.1,4.7,-0.016,0.016,117071.59798830503,3,30 mph,UT 30,,,,
82883325,82928631,0,"[954775432, 954775434]",trunk,False,149.336,200 North,"LINESTRING (-111.8444146 41.7353814, -111.8432812 41.7353671, -111.8426153 41.7353527)",48.3,91.2,11.1,-0.0,0.0,276340.04350973555,3,30 mph,UT 30,,,,
82928631,82920397,0,10085031,residential,False,213.10600000000002,300 West,"LINESTRING (-111.8426153 41.7353527, -111.8426124 41.7354727, -111.842612 41.7354934, -111.8425969 41.7361333, -111.842592 41.7363424, -111.8425728 41.7371496, -111.84257 41.7372689)",41.6,1.0,18.4,0.004,0.004,334797.19351316924,,,,,,,
82928631,82928629,0,10085031,residential,False,214.796,300 West,"LINESTRING (-111.8426153 41.7353527, -111.8426165 41.735224, -111.8426167 41.735205, -111.8426569 41.733554, -111.8426609 41.7334213)",41.6,181.0,18.6,0.008,0.008,337561.0730060295,,,,,,,
82928631,82928754,0,"[954775433, 182951955, 954775435]",trunk,False,212.166,200 North,"LINESTRING (-111.8426153 41.7353527, -111.8419224 41.7353361, -111.841328 41.7353285, -111.840858 41.735319, -111.8406536 41.7353179, -111.840059 41.7353146)",48.3,91.1,15.8,0.009,0.009,392158.54896425054,3,30 mph,UT 30,,,,
